TOPICS,Question,Option A,Option B,Option C,Option D,Correct Answer
Dynamic Programming,"In DP, optimal substructure means:",Solution contains optimal subproblem solutions,Uses a stack,Sorted input,Unique structure,A
Dynamic Programming,Which property is NOT required for DP?,Irreducibility,Overlap subproblems,Optimal substructure,Recursion,A
Dynamic Programming,The classic Egg Dropping puzzle is best solved by:,Dynamic programming,Heap,BFS,Sorting,A
Dynamic Programming,What is top-down DP?,Recursion + memoization,Sorted iteration,Tree-only solution,Greedy only,A
Dynamic Programming,Recurrence relation for nth Fibonacci?,F(n) = F(n-1)+F(n-2),F(n) = 2*F(n-1),F(n) = F(n-2)*F(n-3),F(n) = F(n-1)-F(n-2),A
Dynamic Programming,"What’s the time complexity of DP LCS (length m, n)?",O(m*n),O(m+n),O(n^2),O(mn^2),A
Dynamic Programming,Which is not a good candidate for DP?,No overlapping subproblems,Has recursion,Has optimal substructure,Finite input,A
Dynamic Programming,"For DP table, the minimum coin change for amount 0 is:",0,-1,1,None,A
Dynamic Programming,Digit DP is useful for:,Counting digit properties,String permutations,Sorting numbers,Data encryption,A
Dynamic Programming,"For the 0-1 Knapsack problem, the time complexity is:","O(nW) (n=items, W=capacity)",O(n^2),O(n+W),O(n log W),A
Dynamic Programming,Which of the following does not typically use DP?,Binary search,Bellman-Ford,Matrix Chain Mult.,LIS,A
Dynamic Programming,What data structure is best for DP tabulation?,Array/matrix,Stack,Graph,Linked list,A
Dynamic Programming,When is greedy better than DP?,When greedy is optimal,Always,Never,Only for sorting,A
Dynamic Programming,The Catalan number sequence can be computed efficiently with:,Dynamic programming,Deque,BFS,Recursion only,A
Dynamic Programming,What’s the main PS of the Rod Cutting problem?,Maximizing revenue,Minimizing pieces,Longest rod,Fewest cuts,A
Dynamic Programming,"In DP, the final answer is usually found at:",Last computed cell,First cell,Random cell,Always index 0,A
Dynamic Programming,Edit distance problem is also called:,Levenshtein distance,Hamming code,LIS,Boyer-Moore,A
Dynamic Programming,Which method does bottom-up DP avoid?,Recursion,Memoization,Matrix use,Looping,A
Dynamic Programming,What does overlapping subproblems mean?,Solved more than once,Each unique,Greedy only,No subproblems,A
Dynamic Programming,What is the space complexity of DP Longest Increasing Subsequence (LIS)?,O(n),O(n^2),O(1),O(n log n),A
Dynamic Programming,Suffix automaton and DP are used together in:,String algorithms,Queue problems,Stack problems,Sorting,A
Dynamic Programming,Which is NOT a property of DP?,Subproblem overlapping,Tabulation,Random access,Memoization,C
Dynamic Programming,Which is NOT solved by DP?,Heapify,Bell Numbers,Palindromic Substring,Subset sum,A
Dynamic Programming,The optimal BST (binary search tree) problem can be solved with:,DP,BFS,Sorting,Recursion,A
Dynamic Programming,What is space-efficient DP?,Uses minimal storage,Prints fast,Recursive only,Avoids looping,A
Dynamic Programming,What is the principal for Maximum Subarray (Kadane's Algorithm)?,DP with running sum,Tabular hash,Backtracking,Recursive greedy,A
Dynamic Programming,The frog jump (steps/cliff problem) is:,DP on index,Stack difference,Heap path,Priority search,A
Dynamic Programming,DP on trees is often solved with:,Postorder traversals,FIFO queue,Binary search,String reversal,A
Dynamic Programming,What is a state in DP?,A unique subproblem,A variable,Table size,Output only,A
Dynamic Programming,Which problem is NOT classically solved using DP?,Mergesort,Matrix chain multip.,Longest path DAG,Coin change,A
Dynamic Programming,DP transition relations are:,Ways to reach next cell,Complex code,Always linear,Only in trees,A
Dynamic Programming,"For how many distinct ways can n stairs be climbed with 1,2 steps?",Fibonacci(n+1),n^2,2^n,n!,A
Dynamic Programming,"In DP, a table entry should be:",Computed once,Recomputed many times,Randomly accessed,Copied each time,A
Dynamic Programming,Partition problem is solved by:,DP (subset sum),Sorting,Greedy,BFS,A
Dynamic Programming,The Bellman-Ford algorithm is an example of DP on:,Graphs,Trees,Linked lists,Arrays,A
Dynamic Programming,What is 'rolling array’ in DP?,Reusing space,Rolling numbers,Linked list only,Heap shifting,A
Dynamic Programming,When do you use bitmask DP?,Subsets problems,String matching,Tree traversal,Array search,A
Dynamic Programming,Can DP be used for probabilistic problems?,Yes,No,Only for integer,Only for counting,A
Dynamic Programming,What is 'state compression'?,Reduce state space,Increase tables,Compress bit-buffer,Keep all states,A
Dynamic Programming,DP for Traveling Salesman Problem uses:,Bitmasking & Recursion,BFS,Dijkstra,Greedy only,A
Dynamic Programming,What is the standard base case for LIS?,1 per position,0 everywhere,n in all cells,-1 in all cells,A
Dynamic Programming,What’s a valid recurrence for subset sum?,Check with and without current element,Use next only,Omit previous only,Only last item,A
Dynamic Programming,Which optimization is NOT related to DP?,DFS stack use,Rolling array,State reduction,Bitmask compression,A
Dynamic Programming,The longest palindromic substring is found via:,DP center expansion,Sorting,BST,Greedy approach,A
Dynamic Programming,What’s the key for recognizing DP problems?,Reuse of subproblems,Deep recursion only,Tree input only,Always greedy base,A
Dynamic Programming,Range DP is used when:,Interval subproblems,Rooted trees,No recursion,Only bitmasks,A
Dynamic Programming,Optimal polygon triangulation is solved using:,DP (interval),DFS,BFS,Tree traversal,A
Dynamic Programming,"For the “Counting Boolean Parenthesizations” problem, DP table is:","3D (i,j,True/False)",1D table,Stack only,Linked list index,A
Dynamic Programming,“Longest Palindromic Subsequence” time complexity:,O(n^2),O(n^3),O(n),O(log n),A
Dynamic Programming,DP solutions are sometimes related to:,Recurrence relations,Only graph theory,Random decisions,Always tree use,A
Dynamic Programming,What is the primary difficulty with DP?,Large state space,Only on trees,Too many editors,Random answers,A
Dynamic Programming,What is the minimum initialization in min DP problem?,Infinity,Zero,Max value,Random,A
Dynamic Programming,What is multicore DP?,Parallel table filling,Multi-solution search,Has multiple outputs,Only one path,A
Dynamic Programming,Digit DP works best for:,Counting numbers by digits,Checking even/odd,Finding factors,Precomputation,A
Dynamic Programming,What is “gap” in interval DP?,Window size,Left index,Recursion depth,Max table size,A
Dynamic Programming,"What is the formula for number of ways to reach (i, j) in a grid?","(i-1, j)+(i, j-1)","(i-1, j)-(i, j-1)","(i, j)+(i, j-1)",(j-i)+(i-j),A
Dynamic Programming,Memory optimized DP means:,Less space used,More time used,More states tracked,No recursion,A
Dynamic Programming,What is “state transition” in DP?,How one state leads to another,Base case,Input conversion,Use of memo,A
Dynamic Programming,"In “Palindromic Partitioning”, DP table refers to:",Minimum cuts needed,Maximum substrings,Only valid partitions,DP not useful,A
Dynamic Programming,What is the typical time complexity for classic 2D DP problems?,O(n^2),O(n),O(n log n),O(1),A
Dynamic Programming,What kind of DP is commonly used in game theory?,Minimax DP,Bitmasking,String table,Hash DP,A
Dynamic Programming,What mechanism can reduce time in subset DP?,Bitmask compression,Hash search,Queue traversal,Greedy sorting,A
Dynamic Programming,“Rolling hash” in DP is used for:,String comparison,Heap structure,Table reduction,Random search,A
Dynamic Programming,What is the solution approach to the Unique Paths problem?,DP grid traversal,Greedy,Stack traversal,Tree search,A
Dynamic Programming,What does “breakpoint” mean in DP optimization?,Change in DP state,Table size cutoff,Recursion only,Only MST needed,A
Dynamic Programming,DP with “monotonic queue” is best for:,Sliding window max/min,String match,Tree traversal,Spiral array,A
Dynamic Programming,“Knuth optimization” is a technique used in:,Speeding up DP with intervals,Hashing,Tree recursion,Sorting,A
Dynamic Programming,“Bitmask DP” is ideal for:,Subset/combination problems,Graph coloring,Sorting arrays,Matrix multiplication,A
Dynamic Programming,"In Memorization, unreachable states:",Never computed,Always computed,Is base case,Must be initialized,A
Dynamic Programming,Main challenge of multidimensional DP:,Memory explosion,Slow calculations,Too few recurrences,Only works for LIS,A
Dynamic Programming,What is “reverse DP”?,Computing from goal,Forward tabulation,Random order,Only bottom-up,A
Dynamic Programming,Which is NOT a classic coin change variant?,Greedy coin collect,Min coins,Number of ways,Max coins used,A
Dynamic Programming,"For palindrome subsequence length n, the DP table size:",n x n,n,2n,2^n,A
Dynamic Programming,What’s key to solving word break problems?,DP on string,Stack search,Recursion only,Fixed-length words,A
Dynamic Programming,“Optimal substructure” essentially means:,Can combine best subparts,Sorted input,Fastest code,Only prefix used,A
Dynamic Programming,What’s the usual goal in DP matrix path problems?,Max/min sum,Node coloring,Edge coloring,Shortest time,A
Dynamic Programming,“Butterfly DP” is used for which type?,Fast Walsh-Hadamard transform,Palindrome check,Heapify,Substring search,A
,,,,,,
,,,,,,
Data Warehouse and Data Mining,What is a data warehouse?,Subject-oriented,Only for OLTP,Highly normalized,Temporary storage,A
Data Warehouse and Data Mining,ETL stands for:,Extract Transform Load,End To Limit,Extract Table Load,Edit To Load,A
Data Warehouse and Data Mining,What is OLAP?,Online Analytical Processing,Open Location & Access,Overloaded Access Port,Online Lawful Archive Process,A
Data Warehouse and Data Mining,Which is a popular data mining algorithm?,Apriori,Selection sort,Dijkstra’s,Bellman-Ford,A
Data Warehouse and Data Mining,The fact table in a star schema contains:,Quantitative data,All keys,Only text,Only foreign keys,A
Data Warehouse and Data Mining,What is a dimension table?,Describes business dimensions,Contains only facts,Core OLTP table,Normalized reference,A
Data Warehouse and Data Mining,What is a snowflake schema?,Normalized star schema,Completely denormalized,OLAP index,Sequential fact table,A
Data Warehouse and Data Mining,"What is ""drill down"" in OLAP?",View more detail,View more summary,Remove detail,Delete rows,A
Data Warehouse and Data Mining,Data mining is often used to:,Discover patterns,Normalize data,Manage backups,Secure connections,A
Data Warehouse and Data Mining,What is data cleaning?,Detect and correct errors,Clustering,Classify tables,All of the above,A
Data Warehouse and Data Mining,Which tool is used for association rule mining?,Apriori,k-means,PageRank,ID3,A
Data Warehouse and Data Mining,"What does ""support"" mean in association rule mining?",Frequency of pattern,Rule accuracy,Data volume,Degree of separation,A
Data Warehouse and Data Mining,Which language is used for cube definition in OLAP?,MDX,SQL,R,OQL,A
Data Warehouse and Data Mining,Which data model best supports multidimensional analysis?,Star schema,Ring model,Linked list,Flat file,A
Data Warehouse and Data Mining,What is a data mart?,Subset of warehouse,Synonym for OLTP,Backup,OLAP schema,A
Data Warehouse and Data Mining,"In data mining, ‘classification’ means:",Assign to a category,Find outliers,Compress data,Find frequent itemsets,A
Data Warehouse and Data Mining,Hierarchical clustering produces:,Tree of clusters,Partition,Sorted list,Table scan,A
Data Warehouse and Data Mining,What is a surrogate key?,Artificial unique key,Primary key,Foreign key,Random attribute,A
Data Warehouse and Data Mining,What is the primary goal of data normalization?,Reduce redundancy,Increase queries,Faster cube build,Automatic indexing,A
Data Warehouse and Data Mining,"What is ""data cube""?",Multidimensional array,Pivot table,Fact table,Only ETL output,A
Data Warehouse and Data Mining,Which indicates the level of detail in a dimension?,Granularity,Selectivity,Schema depth,Size,A
Data Warehouse and Data Mining,What is KDD?,Knowledge Discovery in Databases,Key Data Distribution,Kernel Data Drill,Knowledge Data Dump,A
Data Warehouse and Data Mining,What is a time-variant characteristic of data warehouse?,Tracks historical changes,Only for real-time,Change untracked,Only current data,A
Data Warehouse and Data Mining,Which is NOT a type of OLAP operation?,Drill-through,Roll-up,Pivot,Binary search,D
Data Warehouse and Data Mining,"""Roll-up"" means:",Aggregating data,Breaking down,Remove data,Sorting data,A
Data Warehouse and Data Mining,What is a “NoSQL” data warehouse best at?,Unstructured/big data,Only SQL tables,Only OLAP,Data cleaning,A
Data Warehouse and Data Mining,What does confidence in association rules express?,Rule accuracy,Support,Class label,Data cleaning,A
Data Warehouse and Data Mining,Clustering in data mining is:,Grouping similar objects,Classifying,Measuring correlation,Outlier detection,A
Data Warehouse and Data Mining,Which is a popular clustering algorithm?,k-means,Naive Bayes,Apriori,PageRank,A
Data Warehouse and Data Mining,Market Basket Analysis finds:,Product associations,Sales quantities,Prices,Forecast trends,A
Data Warehouse and Data Mining,What is “lift” in association analysis?,Strength vs random chance,KL divergence,Frequency score,Null value,A
Data Warehouse and Data Mining,What does OLTP stand for?,Online Transaction Processing,Open Logistic Transfer Processing,Online Tree Partitioning,Overloaded List Temporal,A
Data Warehouse and Data Mining,Data that is summarized from lower levels is said to be:,Aggregated,Sorted,Top-class,Sampled,A
Data Warehouse and Data Mining,What kind of mining do you do to find “hidden patterns”?,Pattern discovery,Fact extraction,OLTP,Metadata extraction,A
Data Warehouse and Data Mining,What is the main use of dimensional modeling?,Support data warehouse queries,Normalizing data,Creating indexes,Transaction speed,A
Data Warehouse and Data Mining,What is the process of combining data from multiple sources called?,Data integration,Data scanning,Data compression,Data mining,A
Data Warehouse and Data Mining,Which of the following is a characteristic of a data warehouse?,Non-volatile,Schema-free,Unsorted,Transactional only,A
Data Warehouse and Data Mining,A star schema is denormalized to:,Improve query speed,Save space,Lower redundancy,Reduce cube size,A
Data Warehouse and Data Mining,What is the first phase of KDD?,Data selection,Data mining,Model evaluation,Pattern discovery,A
Data Warehouse and Data Mining,OLAP cubes can provide:,Slicing and dicing,Minimum distances,Search ranking,Schema normalization,A
Data Warehouse and Data Mining,What is “outlier detection”?,Detecting anomalies,Finding averages,Classifying data,All records at once,A
Data Warehouse and Data Mining,Metadata is:,Data about data,Data encrypted,Output only,Type of mining,A
Data Warehouse and Data Mining,Data granularity refers to:,Level of detail,Data source,Cleaning speed,Processing time,A
Data Warehouse and Data Mining,What kind of schema has one fact table and multiple dimension tables?,Star schema,Linked schema,Normal schema,Composite schema,A
Data Warehouse and Data Mining,Which is NOT a data preprocessing step?,Data cube creation,Data cleaning,Data transformation,Data reduction,A
Data Warehouse and Data Mining,Association rules are commonly evaluated with:,Confidence & support,RMSE,AIC,Sorted cube,A
Data Warehouse and Data Mining,A snowflake schema is more:,Normalized,Denormalized,Simple,Temporal,A
Data Warehouse and Data Mining,Which is NOT a phase of KDD?,Data poisoning,Data cleaning,Data transformation,Data mining,A
Data Warehouse and Data Mining,What is “data slicing” in OLAP?,Subset along a dimension,Sorting by size,Partition table,Indexing records,A
Data Warehouse and Data Mining,Which type of data can a warehouse best store?,Historical data,Only real time,Small transactions,Constants,A
Data Warehouse and Data Mining,"In mining, ""classification"" uses what kind of dataset?",Labeled,Unlabeled,Constant,Sequential,A
Data Warehouse and Data Mining,What is “roll-up” in OLAP?,Summary at higher level,More detailed view,Filter less records,Cube removal,A
Data Warehouse and Data Mining,What is a surrogate key?,Artificial PK,Main fact,Text only,Only foreign keys,A
Data Warehouse and Data Mining,What is “pivoting” in OLAP?,Rotating data view,Data backup,Clustering,Compression,A
Data Warehouse and Data Mining,What is “drill-through” in OLAP?,Navigate to detail source,Summarize up,Add new cube,Only denormalize,A
Data Warehouse and Data Mining,The process of mapping data to new values is?,Data transformation,Data slicing,Data mining,Data cleaning,A
Data Warehouse and Data Mining,What does “aggregation” mean in this field?,Summarizing data,Forgetting records,Data deletion,Table scanning,A
Data Warehouse and Data Mining,“Discretization” is:,Binning continuous values,Expansion,Data mining,Mart schema,A
Data Warehouse and Data Mining,Which method is best for outlier detection?,Clustering,Association rules,Star schema,Dimension model,A
Data Warehouse and Data Mining,Data mart is:,Subset of data warehouse,Transaction table,Table join,Outlier value,A
Data Warehouse and Data Mining,Data integration challenges primarily include:,Schema mismatch,Label issues,Slow querying,Partitioning,A
Data Warehouse and Data Mining,“Slicing and dicing” allows:,Reorganize and filter,Encrypt,Denormalize,Build index,A
Data Warehouse and Data Mining,Which is NOT a dimension in sales cube?,CPU usage,Time,Product,Geography,A
Data Warehouse and Data Mining,OLAP cubes support:,Multidimensional queries,2D graphs,Only normalized data,Page ranking,A
Data Warehouse and Data Mining,What’s the difference between supervised and unsupervised mining?,Label requirement,Data type difference,Cluster size,Schema revision,A
Data Warehouse and Data Mining,“Fact constellation” schema is:,Multiple fact tables,One fact table,Star schema,None,A
Data Warehouse and Data Mining,What technique is often used for reducing dimensionality?,PCA,Roll-up,Normalization,OLTP,A
Data Warehouse and Data Mining,What is “pattern mining”?,Finding item relationships,Index sorting,Numeric roll-up,Denormalizing facts,A
Data Warehouse and Data Mining,“Roll-up” typically produces:,Data summaries,Greater granularity,Multiple time zones,Remove data cube,A
Data Warehouse and Data Mining,Data pre-processing does NOT include:,Cube partitioning,Cleaning,Transformation,Reduction,A
Data Warehouse and Data Mining,“Association rule” technique finds:,Relationships/discoveries,Aggregate sums,Dimension sort,Null keys,A
Data Warehouse and Data Mining,Data warehouse environments are generally:,Subject-oriented,Highly volatile,Unindexed,Purely normalized,A
Data Warehouse and Data Mining,What does “data pruning” refer to?,Removing unnecessary data,Add new cubes,Data tiling,Full aggregation,A
Data Warehouse and Data Mining,"In K-means, “k” is:",Number of clusters,Number of records,Table size,Cube axis,A
Data Warehouse and Data Mining,Star schemas are generally:,Denormalized,Normalized,Indexed only,Cube-independent,A
Data Warehouse and Data Mining,Which is a common method for discretization?,Binning,Hashing,Fact cubing,Roll-up,A
Data Warehouse and Data Mining,A “slice” operation selects:,One dimension,All dimensions,Two facts,Subcube,A
Data Warehouse and Data Mining,What is “OLAP cube rotation”?,Reorienting dimensions,Loss of data,Prune outlier,Fact consolidation,A
Data Warehouse and Data Mining,Frequent itemset mining is mostly applied in:,Market basket analysis,OLAP cubes,Data cleaning,Data audits,A
Data Warehouse and Data Mining,Redundancy in data warehouse is:,Removed through normalization,Needed for schema,Required only for facts,Not relevant,A
Data Warehouse and Data Mining,Which is a feature of a good warehouse?,Time-variant,No data cleaning,Single dimension,High insert latency,A
Data Warehouse and Data Mining,Which algorithm is NOT used for classification?,K-means,Decision tree,Naive Bayes,SVM,A
Data Warehouse and Data Mining,What is “data scrubbing”?,Correcting errors,Expanding columns,Data mining only,Retiling facts,A
Data Warehouse and Data Mining,OLAP operations do NOT include:,Data poisoning,Slicing,Dicing,Rolling up,A
Data Warehouse and Data Mining,Which technique is used for web usage mining?,Path analysis,Transaction merging,Flat fact table,Star optimizer,A
Data Warehouse and Data Mining,Data mining’s ultimate goal is to:,Extract hidden knowledge,Build dimensions,Clean all data,Track redundancy,A
Data Warehouse and Data Mining,What is meant by “factless fact table”?,"No measures, only keys",Only contains facts,Star fact table,Numeric only,A
,,,,,,
,,,,,,
Cloud Computing,What is IaaS in cloud computing?,Infrastructure as a Service,Integration as a Service,Information as a Service,Internet as a Service,A
Cloud Computing,Which of the following is NOT a cloud service model?,SaaS,PaaS,DaaS,BIOS,D
Cloud Computing,Which company is NOT a leading cloud provider?,AWS,Google Cloud,Azure,Mozilla,D
Cloud Computing,What does EBS stand for in AWS?,Elastic Block Store,Elastic Backup Service,Efficient Block Storage,Elastic Bridge Service,A
Cloud Computing,Which protocol is commonly used for cloud storage access?,HTTP,SMTP,POP,SSH,A
Cloud Computing,What is the main benefit of cloud computing?,Scalability,Slowness,Data redundancy,Manual scaling,A
Cloud Computing,Which deployment model lets resources be used solely by one organization?,Private cloud,Public cloud,Community cloud,Hybrid cloud,A
Cloud Computing,Which service handles software delivery over the Internet?,SaaS,IaaS,PaaS,NaaS,A
Cloud Computing,“Pay as you go” in cloud computing means:,Pay for usage only,Flat billing,Monthly minimum,Pay for all resources,A
Cloud Computing,What type of virtualization splits physical servers into multiple VMs?,Hardware virtualization,Software multithreading,OS partitioning,Network slicing,A
Cloud Computing,Which cloud model combines private and public environments?,Hybrid cloud,Community cloud,Distributed cloud,Partner cloud,A
Cloud Computing,Which of these is not a core cloud characteristic?,Resource pooling,Broad network access,On-demand self-service,Manual provisioning,D
Cloud Computing,PaaS stands for:,Platform as a Service,Performance as a Service,Process as a Service,Product as a Service,A
Cloud Computing,"Which ""cloud"" is best for startup with fast-growing resource needs?",Public cloud,Private cloud,Legacy data centers,Paper backups,A
Cloud Computing,The hypervisor is also known as:,Virtual machine monitor,Instance provider,Load balancer,Physical router,A
Cloud Computing,Which is most likely to be used for backup and disaster recovery?,Cloud storage,Cloud firewall,Cloud IDE,Cloud DNS,A
Cloud Computing,Which is NOT a security feature of cloud platforms?,Auto-scaling,Encryption,Identity management,Multi-factor auth,A
Cloud Computing,AWS S3 is an example of:,Object storage,Block storage,File storage,Queue service,A
Cloud Computing,"In cloud, “multi-tenancy” means:",Multiple users share resources,Single user only,On-premise only,Private LAN,A
Cloud Computing,What does elasticity mean in cloud?,Dynamic scaling,Unchanging resources,Manual deployment,Static assignment,A
Cloud Computing,Which is best for large-scale web hosting?,Public cloud,Hybrid cloud,Local mainframe,USB drives,A
Cloud Computing,Cloud “regions” provide:,Geographic separation,More RAM,High CPU clock,Extra GPUs,A
Cloud Computing,What is the key feature of serverless architecture?,No server management needed,Virtual servers only,Only physical servers,Manual scaling,A
Cloud Computing,Which standard defines cloud security controls?,ISO/IEC 27017,ISO/IEC 9001,TCP/IP 23,HTML5,A
Cloud Computing,What is “cloud bursting”?,Using public when private full,Uploading large files,Migrating on-premise,Exporting VMs,A
Cloud Computing,What does CDN stand for in cloud?,Content Delivery Network,Cloud Data Node,Client Device Number,Compute Delay Node,A
Cloud Computing,Which is the main cloud orchestration tool for AWS?,CloudFormation,Cloud Controller,KubeOrchestrator,Fabric,A
Cloud Computing,What is vendor lock-in?,Hard to switch providers,High egress cost,Slow cloud response,Lack of encryption,A
Cloud Computing,What is the basic unit for compute in AWS?,EC2 instance,Lambda function,Block volume,S3 bucket,A
Cloud Computing,Scalability in cloud enables:,Handle increased load,Only single user,Fixed hardware,Long downtime,A
Cloud Computing,What is PaaS suited for?,Developing apps quickly,Only storage needs,Legacy batch jobs,Manual coding,A
Cloud Computing,Which typically has the lowest upfront cost?,Public cloud,On-premise data center,Private network,Build own system,A
Cloud Computing,Which best describes “cloud migration”?,Moving to cloud,Withdraw from internet,Building local servers,Installing new hardware,A
Cloud Computing,Which cloud term relates to reducing wasted resources?,Cost optimization,Data mining,Blockchain,Data backup,A
Cloud Computing,Which tool manages container orchestration?,Kubernetes,Docker Compose,Nginx,AWS EC2,A
Cloud Computing,SaaS applications are accessed via:,Internet browser,CD install,USB drive,Printed manual,A
Cloud Computing,"What is a ""compute instance""?",Virtual server,File backup,Network firewall,Encryption tool,A
Cloud Computing,What is the main advantage of cloud for business continuity?,Rapid disaster recovery,Less devices,Slower backup,Manual patching,A
Cloud Computing,Which is a typical risk in public clouds?,Less control,High redundancy,No scalability,Always zero cost,A
Cloud Computing,Cloud “provisioning” means:,Allocating resources,Encrypting databases,Updating schema,Monitoring logs,A
Cloud Computing,Multi-cloud strategy refers to:,Using multiple providers,Multiple security keys,More FTP servers,Only local servers,A
Cloud Computing,"What is ""cloud-native"" design?",Apps built for cloud only,Legacy compatible,Needs mainframes,Only for mobile phones,A
Cloud Computing,Identity federation in cloud means:,Single sign-on across domains,All admins are root,Only users in US,One password for all,A
Cloud Computing,The “edge” in edge computing refers to:,Processing at device/source,Storing in data center,Only using fiber optic,Encryption layer,A
Cloud Computing,What is an example of a cloud SaaS product?,Google Docs,Amazon EC2,VMware vSphere,Cisco router,A
Cloud Computing,Which is an advantage of PaaS?,Fast app deployment,Only for storage,Restricts dev tools,Fixed infrastructure,A
Cloud Computing,The NIST definition is for:,Cloud computing standards,Data carrying speed,Storage speed,File sync,A
Cloud Computing,What would be an appropriate storage for frequent small data writes?,Block storage,Tape backup,Glacier cloud archive,Floppy disk,A
Cloud Computing,What is availability in cloud?,Uptime guarantee,Cheap cost,Only weekdays,Privacy oversight,A
Cloud Computing,What technique builds redundancy into cloud data?,Replication,Hashing,Sorting,NAT translation,A
Cloud Computing,A common governance tool in cloud is:,Cloud policy manager,USB lock,Print quotas,Server racks,A
Cloud Computing,Which of these is NOT a valid virtualization type?,Chemical virtualization,Hardware virtualization,OS virtualization,Application virtualization,A
Cloud Computing,What does DRaaS stand for?,Disaster Recovery as a Service,Data Replication as a Service,Database Resource as a Service,Device Resource Adapter,A
Cloud Computing,AWS Lambda is an example of:,Serverless computing,Block device,Data warehouse,File backup,A
Cloud Computing,What determines how fast a cloud resource can be provisioned?,Elasticity,Geo-redundancy,Granularity,Manual setup,A
Cloud Computing,What is network latency in cloud?,Data travel delay,Storage redundancy,Firewall breach,DNS indexing,A
Cloud Computing,“Sticky session” means:,Session retention,Disk space reserved,Long bootup time,Known IP only,A
Cloud Computing,The cloud “pay as you use” model targets:,Cost reduction,Higher backup needs,Coding skills,Fewer VLANs,A
Cloud Computing,"""Failover"" in cloud means:",Switching to backup system,Failing to connect,Application error,Data deduplication,A
Cloud Computing,Single-tenant cloud describes:,One customer per instance,Shared servers,Only on-premise,Peer-to-peer only,A
Cloud Computing,Data sovereignty in cloud relates to:,Data location laws,High speeds,Cloud orchestration,Containerization,A
Cloud Computing,The main use of load balancer in cloud is:,Distribute traffic,Encrypt file system,Increase storage,Data deduplication,A
Cloud Computing,What is a Service Level Agreement (SLA)?,Guaranteed service promise,Data integration,User password,Hardware striping,A
Cloud Computing,The CAP theorem in cloud describes:,"Trade-off: Consistency, Availability, Partition tolerance",Data loss,Large file transfer,Software licensing,A
Cloud Computing,Which is considered a drawback of cloud?,Data sensitivity issues,Only one region,Always offline,DNA storage only,A
Cloud Computing,API gateway in cloud is used for:,Managing and routing APIs,Encrypting networks,Disk partitioning,Measuring response time,A
Cloud Computing,What does “containerization” improve?,App portability,Browser speed,String concatenation,Battery life,A
Cloud Computing,Data at rest encryption in cloud protects:,Stored data,Transit data,Processing speed,DNS records,A
Cloud Computing,What is the main value of cloud elasticity for retail business?,Scale with demand,Lower website quality,Higher latency,Hardware leasing,A
Cloud Computing,What is a reserved instance?,"Prepaid, discounted VM",Always free VM,Only for storage,Admin-only device,A
Cloud Computing,Identity and Access Management (IAM) in cloud allows:,User control and policies,Only local admin,Enhanced RAM,Root-only password,A
Cloud Computing,Cloud “bursting” is most suited for:,Unexpected traffic spikes,Always-on workloads,Infrequent file backup,Software updates,A
Cloud Computing,"What is ""cloud federated identity""?",Cross-provider authentication,Single-site only,Always offline,Shared routers,A
Cloud Computing,Where is cloud-based DDoS mitigation enforced?,At the perimeter/cloud edge,End user device,Only with VPN,In USB drive,A
Cloud Computing,Cloud function-as-a-service (FaaS) is:,Event-triggered serverless,On-premise only,Only in private clouds,No scaling possible,A
Cloud Computing,What does “scalability” provide to users?,Growth with demand,Always high cost,Shrinking storage,Always same hardware,A
Cloud Computing,Which model gives users least management responsibilities?,SaaS,PaaS,IaaS,NaaS,A
Cloud Computing,“High availability” in cloud architecture means:,Minimal downtime,Always low disk cost,Frequent manual backup,Weekly restarts,A
Cloud Computing,"What is ""container orchestration""?",Automated container management,File resizing,Coding required,Only for Windows,A
Cloud Computing,Who is responsible for data in the shared responsibility model?,Both provider and customer,Only user,Only provider,Only vendor,A
Cloud Computing,Cloud security risks may include:,"Loss of control, data breaches",Zero risk by default,Only physical theft,Quantum attacks only,A
Cloud Computing,Compliance in cloud is necessary for:,Meeting legal/regulatory needs,Faster RAM,Lower IP addressing,Open ports,A
Cloud Computing,"Cloud ""autoscaling"" is:",Automatic resource adjustment,Manual performance boost,Extra egress charges,App compression,A
Cloud Computing,"What is ""storage tiering"" in cloud?",Multiple storage types for cost/performance,Flat cost everywhere,Only tape storage,RAM only,A
Cloud Computing,A major energy-saving feature in cloud is:,Dynamic resource allocation,Lower GPU speed,Redundant backups,Brighter screens,A
Cloud Computing,“Cloud-native” apps are:,Built for distributed cloud use,Legacy server apps,Never auto-scale,Written in HTML only,A
Cloud Computing,"The process of using ""resources on demand"" describes:",Elastic provisioning,Multi-core scripting,Continuous refactoring,Fixed allocations,A
Cloud Computing,What is the role of “container registry” in cloud?,Stores container images,User analytics,Message queuing,Only for static files,A
Cloud Computing,The concept of “infrastructure as code” in cloud uses:,Code/scripts to manage infra,Only hardware,Keyboards at site,Analyst reports,A
Cloud Computing,Cloud “latency” refers to:,Delay in data transmission,Change in pricing,Lost folders,Storage encryption,A
Cloud Computing,Which technology is fundamental to virtualization?,Hypervisor,API gateway,Load balancer,CDN,A
,,,,,,
,,,,,,
Data Science,What is the first step in a data science project?,Problem definition,Model selection,Deployment,Training,A
Data Science,Which language is most commonly used in data science?,Python,C++,HTML,Swift,A
Data Science,What is feature engineering?,Creating useful variables,Data cleaning,Scaling output,Data linking,A
